idOrden;idProducto;cantidadDevuelta;fechaDevolucion;motivoDevolucion;resolucion
75611;6611;10;6/6/16;Producto danado o defectuoso;Intercambio por nuevos productos
75618;1789;6;7/2/11;Cambio de idea o insatisfaccion personal;Credito de la tienda
75632;7686;3;6/12/09;Producto o tamano incorrecto;Credito de la tienda
75633;5519;6;17/6/07;Producto o tamano incorrecto;Intercambio por nuevos productos
75634;1813;4;5/8/15;Cambio de idea o insatisfaccion personal;Credito de la tienda
75638;7258;1;28/8/13;Producto danado o defectuoso;Reembolso
75639;14371;3;16/7/12;Producto o tamano incorrecto;Intercambio por nuevos productos
75644;13510;5;16/12/13;Producto danado o defectuoso;Reembolso
75650;10576;1;24/4/11;Cambio de idea o insatisfaccion personal;Reembolso
75660;9635;7;4/4/19;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
75663;528;3;4/8/19;Producto o tamano incorrecto;Credito de la tienda
75690;4620;3;1/11/18;Producto danado o defectuoso;Reembolso
75691;3693;2;26/5/12;Cambio de idea o insatisfaccion personal;Credito de la tienda
75697;1735;2;12/11/21;Producto danado o defectuoso;Reembolso
75698;8329;9;15/5/09;Producto o tamano incorrecto;Reembolso
75703;1907;1;29/2/16;Producto o tamano incorrecto;Reembolso
75704;13029;10;24/2/15;Cambio de idea o insatisfaccion personal;Credito de la tienda
75718;4227;3;13/10/10;Cambio de idea o insatisfaccion personal;Reembolso
75729;5273;2;17/12/14;Producto danado o defectuoso;Intercambio por nuevos productos
75740;1659;3;1/6/20;Producto danado o defectuoso;Intercambio por variante
75743;14298;1;28/7/10;Producto danado o defectuoso;Intercambio por variante
75749;2618;9;22/4/15;Producto o tamano incorrecto;Credito de la tienda
75755;10535;2;8/5/15;Cambio de idea o insatisfaccion personal;Credito de la tienda
75756;6124;2;7/1/13;Producto o tamano incorrecto;Credito de la tienda
75760;13726;7;9/3/19;Producto o tamano incorrecto;Reembolso
75768;5573;5;9/4/15;Producto o tamano incorrecto;Intercambio por variante
75776;6386;4;4/1/18;Producto o tamano incorrecto;Intercambio por nuevos productos
75778;143;2;27/12/10;Producto o tamano incorrecto;Intercambio por variante
75785;8744;3;28/2/10;Cambio de idea o insatisfaccion personal;Reembolso
75791;3887;2;30/1/08;Producto danado o defectuoso;Credito de la tienda
75792;3805;2;5/7/14;Producto danado o defectuoso;Intercambio por variante
75795;5590;3;5/5/06;Producto danado o defectuoso;Intercambio por variante
75813;12200;3;6/2/22;Cambio de idea o insatisfaccion personal;Intercambio por variante
75825;160;1;1/10/06;Producto danado o defectuoso;Intercambio por nuevos productos
75830;1833;3;18/11/11;Producto danado o defectuoso;Intercambio por variante
75834;5985;1;12/8/12;Cambio de idea o insatisfaccion personal;Intercambio por variante
75844;1689;6;22/12/21;Cambio de idea o insatisfaccion personal;Reembolso
75847;10414;5;27/11/06;Producto danado o defectuoso;Reembolso
75859;11703;1;23/4/17;Producto o tamano incorrecto;Reembolso
75862;10334;2;21/10/09;Producto o tamano incorrecto;Intercambio por nuevos productos
75866;7633;6;13/4/13;Cambio de idea o insatisfaccion personal;Credito de la tienda
75867;6938;7;20/3/17;Producto danado o defectuoso;Credito de la tienda
75872;1664;2;8/7/22;Producto o tamano incorrecto;Reembolso
75889;13076;2;4/5/22;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
75911;4084;1;29/1/23;Producto o tamano incorrecto;Intercambio por variante
75919;6243;1;22/2/21;Cambio de idea o insatisfaccion personal;Reembolso
75920;3710;2;9/5/17;Cambio de idea o insatisfaccion personal;Credito de la tienda
75935;4214;1;1/1/11;Producto o tamano incorrecto;Intercambio por nuevos productos
75938;9661;5;20/12/09;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
75942;1575;4;12/11/15;Producto danado o defectuoso;Intercambio por variante
75960;11708;5;24/5/15;Producto danado o defectuoso;Intercambio por variante
75965;7296;10;17/10/07;Cambio de idea o insatisfaccion personal;Reembolso
75970;4877;2;7/5/11;Producto o tamano incorrecto;Credito de la tienda
75972;14651;2;27/12/21;Cambio de idea o insatisfaccion personal;Intercambio por variante
75979;5102;1;7/8/17;Producto danado o defectuoso;Intercambio por nuevos productos
75990;2961;1;27/2/17;Producto o tamano incorrecto;Intercambio por variante
75990;10816;3;6/3/17;Producto danado o defectuoso;Reembolso
75991;12392;2;10/5/14;Cambio de idea o insatisfaccion personal;Reembolso
75996;13097;6;15/7/11;Producto o tamano incorrecto;Reembolso
75996;14358;3;18/7/11;Cambio de idea o insatisfaccion personal;Credito de la tienda
76007;9399;4;1/3/23;Cambio de idea o insatisfaccion personal;Credito de la tienda
76017;2746;9;25/2/20;Cambio de idea o insatisfaccion personal;Intercambio por variante
76027;9415;6;20/2/14;Producto danado o defectuoso;Intercambio por variante
76028;12124;3;26/7/12;Producto danado o defectuoso;Intercambio por nuevos productos
76040;6083;6;25/8/16;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
76047;711;1;27/11/13;Producto o tamano incorrecto;Reembolso
76050;12899;1;12/9/09;Cambio de idea o insatisfaccion personal;Intercambio por variante
76052;1526;1;3/3/13;Producto danado o defectuoso;Intercambio por nuevos productos
76055;1589;3;29/12/10;Producto o tamano incorrecto;Reembolso
76060;9717;7;10/12/13;Cambio de idea o insatisfaccion personal;Credito de la tienda
76063;12105;2;16/7/15;Producto danado o defectuoso;Intercambio por variante
76064;9900;9;18/5/07;Producto o tamano incorrecto;Reembolso
76066;13239;2;8/9/11;Producto danado o defectuoso;Credito de la tienda
76067;10914;9;16/3/10;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
76075;2492;8;15/7/06;Cambio de idea o insatisfaccion personal;Intercambio por variante
76080;3885;4;7/8/09;Cambio de idea o insatisfaccion personal;Reembolso
76082;14533;9;25/4/22;Producto o tamano incorrecto;Credito de la tienda
76086;929;6;1/7/12;Producto o tamano incorrecto;Intercambio por variante
76091;1483;2;20/1/22;Producto o tamano incorrecto;Reembolso
76091;11841;3;31/1/22;Producto o tamano incorrecto;Reembolso
76097;8733;5;26/3/14;Cambio de idea o insatisfaccion personal;Credito de la tienda
76103;3203;1;29/6/17;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
76110;1582;2;11/11/20;Producto o tamano incorrecto;Intercambio por nuevos productos
76113;12969;3;29/3/08;Producto o tamano incorrecto;Intercambio por variante
76114;2170;2;20/9/14;Producto o tamano incorrecto;Reembolso
76119;14171;2;12/10/10;Producto danado o defectuoso;Intercambio por nuevos productos
76119;12490;5;18/9/10;Producto danado o defectuoso;Credito de la tienda
76122;2628;3;25/8/13;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
76123;10966;7;31/5/20;Producto o tamano incorrecto;Reembolso
76129;7523;6;21/11/22;Producto danado o defectuoso;Reembolso
76129;260;5;22/11/22;Producto o tamano incorrecto;Reembolso
76134;2791;2;9/8/10;Producto o tamano incorrecto;Intercambio por variante
76138;938;9;5/12/11;Producto o tamano incorrecto;Intercambio por nuevos productos
76140;451;5;3/7/21;Producto o tamano incorrecto;Reembolso
76150;3328;2;17/2/18;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
76150;1355;1;24/2/18;Producto o tamano incorrecto;Reembolso
76151;7499;6;14/7/10;Cambio de idea o insatisfaccion personal;Credito de la tienda
76155;12370;1;24/8/14;Producto danado o defectuoso;Credito de la tienda
76160;11178;6;1/1/14;Producto o tamano incorrecto;Reembolso
76163;10103;6;24/9/10;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
76164;11249;4;13/2/21;Producto o tamano incorrecto;Intercambio por variante
76171;3825;1;19/10/12;Cambio de idea o insatisfaccion personal;Intercambio por variante
76174;10678;2;30/6/11;Cambio de idea o insatisfaccion personal;Credito de la tienda
76178;12385;6;29/4/12;Producto o tamano incorrecto;Intercambio por variante
76187;3007;4;7/2/14;Producto danado o defectuoso;Intercambio por nuevos productos
76189;7077;1;12/12/18;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
76191;2066;1;7/5/07;Producto danado o defectuoso;Reembolso
76192;11179;4;5/4/22;Producto danado o defectuoso;Reembolso
76196;9403;7;13/2/11;Producto danado o defectuoso;Reembolso
76204;12634;2;16/3/08;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
76208;5592;2;23/10/16;Producto danado o defectuoso;Credito de la tienda
76214;7853;8;22/10/11;Producto o tamano incorrecto;Reembolso
76215;6344;2;14/10/19;Producto danado o defectuoso;Intercambio por variante
76215;5126;2;22/9/19;Producto o tamano incorrecto;Reembolso
76219;4399;3;10/8/07;Producto o tamano incorrecto;Reembolso
76242;1690;6;24/7/16;Producto danado o defectuoso;Intercambio por variante
76255;2452;2;7/8/22;Producto danado o defectuoso;Intercambio por nuevos productos
76263;14175;11;16/12/12;Cambio de idea o insatisfaccion personal;Intercambio por variante
76276;13365;7;24/6/21;Producto danado o defectuoso;Reembolso
76281;4482;4;10/4/12;Producto danado o defectuoso;Intercambio por variante
76282;2881;8;12/11/11;Producto danado o defectuoso;Credito de la tienda
76299;3559;2;11/6/21;Producto o tamano incorrecto;Credito de la tienda
76302;14331;4;3/1/13;Cambio de idea o insatisfaccion personal;Intercambio por variante
76313;7610;6;24/7/08;Producto danado o defectuoso;Intercambio por variante
76321;1648;1;27/3/17;Cambio de idea o insatisfaccion personal;Intercambio por variante
76335;14232;10;21/3/11;Cambio de idea o insatisfaccion personal;Intercambio por variante
76343;12899;4;15/3/08;Producto danado o defectuoso;Intercambio por variante
76345;3075;2;19/3/12;Producto danado o defectuoso;Reembolso
76349;5234;5;4/7/20;Producto danado o defectuoso;Intercambio por variante
76349;12992;1;5/7/20;Producto danado o defectuoso;Intercambio por variante
76350;4366;1;17/10/22;Cambio de idea o insatisfaccion personal;Intercambio por variante
76357;9388;1;2/4/21;Producto danado o defectuoso;Intercambio por nuevos productos
76365;7996;6;18/4/10;Cambio de idea o insatisfaccion personal;Intercambio por variante
76365;2584;3;7/4/10;Producto danado o defectuoso;Intercambio por nuevos productos
76372;3687;2;14/11/07;Producto o tamano incorrecto;Intercambio por variante
76379;2512;3;30/7/11;Producto danado o defectuoso;Credito de la tienda
76389;4221;3;8/2/13;Producto danado o defectuoso;Intercambio por variante
76390;13702;4;15/1/13;Producto o tamano incorrecto;Intercambio por variante
76391;6017;1;25/1/16;Producto danado o defectuoso;Credito de la tienda
76391;61;8;12/2/16;Cambio de idea o insatisfaccion personal;Reembolso
76392;3004;2;4/8/10;Producto danado o defectuoso;Intercambio por nuevos productos
76394;14326;5;17/2/14;Cambio de idea o insatisfaccion personal;Credito de la tienda
76396;7476;1;20/11/13;Producto o tamano incorrecto;Credito de la tienda
76398;1546;1;26/3/12;Producto o tamano incorrecto;Reembolso
76399;3884;8;30/11/11;Producto o tamano incorrecto;Intercambio por nuevos productos
76402;8960;1;22/8/16;Producto danado o defectuoso;Credito de la tienda
76409;6251;1;19/9/09;Cambio de idea o insatisfaccion personal;Credito de la tienda
76410;8267;4;29/4/16;Producto danado o defectuoso;Intercambio por variante
76423;4861;4;30/12/08;Cambio de idea o insatisfaccion personal;Reembolso
76426;8559;6;15/11/12;Cambio de idea o insatisfaccion personal;Credito de la tienda
76433;5712;1;14/1/16;Cambio de idea o insatisfaccion personal;Reembolso
76434;12395;7;8/12/08;Cambio de idea o insatisfaccion personal;Intercambio por variante
76435;8522;3;30/1/17;Producto danado o defectuoso;Intercambio por variante
76435;12925;5;19/1/17;Producto danado o defectuoso;Intercambio por variante
76436;2260;2;28/11/21;Cambio de idea o insatisfaccion personal;Reembolso
76437;8909;1;20/8/13;Cambio de idea o insatisfaccion personal;Credito de la tienda
76441;10505;4;16/12/06;Producto danado o defectuoso;Credito de la tienda
76443;1796;6;9/5/08;Producto o tamano incorrecto;Credito de la tienda
76445;13601;4;4/6/12;Producto o tamano incorrecto;Credito de la tienda
76448;4516;4;8/8/19;Producto o tamano incorrecto;Reembolso
76452;11934;4;18/4/11;Producto o tamano incorrecto;Intercambio por variante
76458;6235;2;11/2/10;Producto o tamano incorrecto;Intercambio por nuevos productos
76459;8825;6;2/8/22;Producto danado o defectuoso;Credito de la tienda
76461;4374;5;18/5/18;Cambio de idea o insatisfaccion personal;Intercambio por variante
76465;2059;7;25/1/17;Cambio de idea o insatisfaccion personal;Reembolso
76476;12741;3;21/9/08;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
76477;4759;3;8/1/10;Producto danado o defectuoso;Intercambio por nuevos productos
76482;12893;5;20/2/08;Cambio de idea o insatisfaccion personal;Reembolso
76484;5503;4;23/5/14;Producto o tamano incorrecto;Reembolso
76489;3440;11;13/6/21;Producto danado o defectuoso;Intercambio por nuevos productos
76490;13391;1;2/8/12;Producto danado o defectuoso;Reembolso
76492;5669;6;21/3/10;Producto danado o defectuoso;Intercambio por variante
76492;176;2;29/3/10;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
76512;10038;3;22/7/13;Cambio de idea o insatisfaccion personal;Intercambio por variante
76524;9372;2;24/10/13;Producto o tamano incorrecto;Intercambio por nuevos productos
76525;9481;4;17/2/14;Producto danado o defectuoso;Reembolso
76527;2255;1;20/1/16;Producto o tamano incorrecto;Intercambio por variante
76528;7058;2;4/4/15;Producto o tamano incorrecto;Credito de la tienda
76529;798;2;18/3/13;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
76530;6108;6;16/1/12;Producto o tamano incorrecto;Credito de la tienda
76540;5440;2;21/1/16;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
76543;10778;10;24/10/07;Producto o tamano incorrecto;Credito de la tienda
76546;11642;4;1/4/23;Producto o tamano incorrecto;Reembolso
76556;3399;4;19/4/13;Cambio de idea o insatisfaccion personal;Reembolso
76556;9726;3;29/4/13;Cambio de idea o insatisfaccion personal;Intercambio por variante
76561;5442;7;6/5/19;Producto danado o defectuoso;Intercambio por nuevos productos
76564;10877;3;26/2/17;Producto danado o defectuoso;Intercambio por variante
76566;12551;8;24/12/07;Producto o tamano incorrecto;Credito de la tienda
76571;368;3;8/4/19;Producto danado o defectuoso;Intercambio por nuevos productos
76572;5400;6;14/6/16;Producto o tamano incorrecto;Reembolso
76576;9223;3;31/5/21;Cambio de idea o insatisfaccion personal;Intercambio por variante
76582;875;11;23/6/18;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
76583;5039;5;16/7/09;Producto o tamano incorrecto;Credito de la tienda
76584;11293;10;4/11/11;Cambio de idea o insatisfaccion personal;Credito de la tienda
76588;5880;1;20/5/15;Producto o tamano incorrecto;Credito de la tienda
76597;10187;5;9/12/08;Producto danado o defectuoso;Intercambio por nuevos productos
76599;332;3;22/4/10;Producto o tamano incorrecto;Reembolso
76603;14015;2;28/2/13;Producto danado o defectuoso;Intercambio por nuevos productos
76613;13946;2;19/1/16;Producto danado o defectuoso;Credito de la tienda
76616;55;5;5/7/20;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
76617;8422;1;26/5/16;Producto danado o defectuoso;Intercambio por variante
76617;4707;1;10/6/16;Cambio de idea o insatisfaccion personal;Intercambio por variante
76625;8136;4;17/8/06;Producto o tamano incorrecto;Intercambio por nuevos productos
76629;7096;1;7/11/18;Producto o tamano incorrecto;Intercambio por nuevos productos
76637;14247;1;26/1/11;Producto o tamano incorrecto;Intercambio por nuevos productos
76643;2345;6;16/10/07;Producto danado o defectuoso;Reembolso
76646;10738;1;7/12/11;Producto danado o defectuoso;Intercambio por variante
76652;12116;2;20/8/21;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
76658;659;1;11/4/22;Producto danado o defectuoso;Credito de la tienda
76664;2845;2;15/5/12;Producto danado o defectuoso;Reembolso
76670;3373;2;16/5/20;Producto o tamano incorrecto;Intercambio por nuevos productos
76676;1278;5;6/2/16;Cambio de idea o insatisfaccion personal;Credito de la tienda
76680;12655;3;2/12/14;Producto danado o defectuoso;Credito de la tienda
76680;3386;1;22/12/14;Cambio de idea o insatisfaccion personal;Reembolso
76706;10089;8;25/8/06;Cambio de idea o insatisfaccion personal;Intercambio por variante
76717;8598;1;24/12/20;Producto o tamano incorrecto;Intercambio por variante
76718;10821;4;26/6/07;Producto o tamano incorrecto;Reembolso
76718;4064;8;23/6/07;Cambio de idea o insatisfaccion personal;Reembolso
76723;4334;1;12/9/10;Producto danado o defectuoso;Credito de la tienda
76724;12052;5;30/3/09;Producto o tamano incorrecto;Intercambio por variante
76730;3102;4;17/12/16;Producto danado o defectuoso;Intercambio por nuevos productos
76740;11358;1;29/1/16;Cambio de idea o insatisfaccion personal;Reembolso
76746;2851;4;14/9/16;Producto o tamano incorrecto;Credito de la tienda
76754;2383;1;17/7/09;Producto danado o defectuoso;Credito de la tienda
76761;319;6;16/6/09;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
76767;2989;5;5/8/09;Cambio de idea o insatisfaccion personal;Reembolso
76767;5915;1;19/8/09;Cambio de idea o insatisfaccion personal;Credito de la tienda
76776;1030;5;24/12/13;Producto o tamano incorrecto;Intercambio por variante
76784;13680;1;9/11/14;Producto danado o defectuoso;Credito de la tienda
76787;5701;3;13/1/12;Producto danado o defectuoso;Intercambio por nuevos productos
76794;13228;2;13/5/17;Producto danado o defectuoso;Intercambio por nuevos productos
76799;9546;4;3/9/10;Producto danado o defectuoso;Intercambio por variante
76811;2562;1;24/8/18;Producto o tamano incorrecto;Credito de la tienda
76816;3593;4;30/8/10;Producto danado o defectuoso;Intercambio por nuevos productos
76818;14790;2;23/9/14;Producto danado o defectuoso;Credito de la tienda
76823;12090;2;12/3/21;Producto danado o defectuoso;Intercambio por variante
76827;6518;10;17/8/07;Cambio de idea o insatisfaccion personal;Reembolso
76830;617;3;25/9/08;Producto o tamano incorrecto;Intercambio por variante
76832;599;5;4/9/11;Producto o tamano incorrecto;Credito de la tienda
76841;11298;3;16/1/17;Producto o tamano incorrecto;Reembolso
76841;10537;2;27/12/16;Cambio de idea o insatisfaccion personal;Reembolso
76849;10679;2;29/8/18;Producto o tamano incorrecto;Credito de la tienda
76849;8491;6;25/8/18;Producto danado o defectuoso;Credito de la tienda
76851;7545;1;1/2/13;Cambio de idea o insatisfaccion personal;Credito de la tienda
76853;10693;8;30/9/07;Cambio de idea o insatisfaccion personal;Intercambio por variante
76857;6217;3;4/9/14;Cambio de idea o insatisfaccion personal;Reembolso
76866;5600;1;6/10/16;Producto o tamano incorrecto;Intercambio por variante
76867;8901;3;4/4/16;Producto danado o defectuoso;Credito de la tienda
76869;10728;2;6/10/12;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
76871;4547;1;24/7/21;Producto o tamano incorrecto;Intercambio por variante
76874;1072;3;22/1/08;Cambio de idea o insatisfaccion personal;Reembolso
76874;9516;3;20/1/08;Producto o tamano incorrecto;Credito de la tienda
76878;5743;9;14/8/13;Producto o tamano incorrecto;Intercambio por nuevos productos
76887;3699;1;6/3/05;Producto o tamano incorrecto;Reembolso
76894;14789;1;2/1/11;Cambio de idea o insatisfaccion personal;Intercambio por variante
76902;11140;5;6/12/22;Producto danado o defectuoso;Intercambio por variante
76904;6939;5;16/8/08;Producto danado o defectuoso;Reembolso
76910;13493;11;30/12/10;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
76921;11213;6;14/12/14;Producto o tamano incorrecto;Reembolso
76929;8920;1;12/6/10;Producto o tamano incorrecto;Credito de la tienda
76932;13756;4;27/4/20;Producto danado o defectuoso;Intercambio por nuevos productos
76934;8999;1;17/4/08;Cambio de idea o insatisfaccion personal;Reembolso
76955;7801;6;10/2/13;Producto danado o defectuoso;Reembolso
76961;8179;10;19/5/21;Producto o tamano incorrecto;Intercambio por variante
76964;5364;3;13/1/21;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
76967;6309;6;7/11/13;Cambio de idea o insatisfaccion personal;Intercambio por variante
76974;14361;1;15/12/18;Producto o tamano incorrecto;Reembolso
76975;3472;9;18/6/13;Producto o tamano incorrecto;Intercambio por variante
76975;641;3;22/6/13;Producto danado o defectuoso;Intercambio por variante
76995;6860;3;15/11/22;Producto danado o defectuoso;Credito de la tienda
76998;3009;1;4/9/11;Cambio de idea o insatisfaccion personal;Reembolso
77005;5560;11;17/8/10;Producto o tamano incorrecto;Reembolso
77009;1987;2;23/8/19;Producto danado o defectuoso;Reembolso
77012;12628;1;8/1/08;Cambio de idea o insatisfaccion personal;Intercambio por variante
77016;3464;2;11/5/17;Producto o tamano incorrecto;Reembolso
77021;8271;1;11/5/15;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
77022;8806;8;17/9/20;Cambio de idea o insatisfaccion personal;Credito de la tienda
77023;13360;6;18/7/08;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
77024;8777;6;20/9/10;Producto o tamano incorrecto;Credito de la tienda
77030;2446;2;20/8/20;Producto o tamano incorrecto;Intercambio por nuevos productos
77041;10631;4;12/4/18;Cambio de idea o insatisfaccion personal;Intercambio por variante
77042;6990;2;22/6/16;Producto danado o defectuoso;Reembolso
77053;7310;5;3/2/12;Cambio de idea o insatisfaccion personal;Reembolso
77054;3401;8;11/4/11;Producto o tamano incorrecto;Intercambio por nuevos productos
77055;5838;1;14/5/08;Cambio de idea o insatisfaccion personal;Credito de la tienda
77058;4800;4;12/1/20;Producto danado o defectuoso;Intercambio por variante
77067;4120;3;17/4/13;Producto danado o defectuoso;Intercambio por nuevos productos
77075;12089;1;7/2/16;Producto danado o defectuoso;Credito de la tienda
77084;7514;1;18/10/10;Producto o tamano incorrecto;Reembolso
77084;3912;7;5/10/10;Producto danado o defectuoso;Intercambio por nuevos productos
77093;14064;7;6/6/19;Producto o tamano incorrecto;Intercambio por variante
77098;12132;5;30/8/17;Cambio de idea o insatisfaccion personal;Intercambio por variante
77109;5284;8;16/7/10;Producto danado o defectuoso;Intercambio por variante
77118;13276;4;21/7/20;Producto danado o defectuoso;Intercambio por nuevos productos
77120;8166;10;1/9/21;Producto o tamano incorrecto;Credito de la tienda
77128;2805;1;28/8/11;Producto danado o defectuoso;Credito de la tienda
77132;13861;1;16/5/17;Cambio de idea o insatisfaccion personal;Intercambio por variante
77134;1040;2;8/2/10;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
77135;8731;1;25/9/15;Producto o tamano incorrecto;Intercambio por nuevos productos
77138;8704;5;3/9/10;Producto danado o defectuoso;Reembolso
77140;1432;3;20/3/22;Producto o tamano incorrecto;Reembolso
77146;7419;2;10/9/18;Producto o tamano incorrecto;Intercambio por variante
77147;1842;1;2/12/20;Producto o tamano incorrecto;Credito de la tienda
77148;2776;7;28/4/08;Producto o tamano incorrecto;Credito de la tienda
77162;1256;4;7/2/22;Producto danado o defectuoso;Reembolso
77163;10430;4;28/8/12;Producto o tamano incorrecto;Credito de la tienda
77165;5986;3;18/8/13;Cambio de idea o insatisfaccion personal;Reembolso
77167;2271;1;16/3/07;Producto danado o defectuoso;Intercambio por nuevos productos
77168;9771;1;19/11/13;Producto o tamano incorrecto;Credito de la tienda
77168;5580;3;19/11/13;Cambio de idea o insatisfaccion personal;Intercambio por variante
77179;9150;5;2/12/18;Cambio de idea o insatisfaccion personal;Intercambio por variante
77179;2253;6;2/12/18;Cambio de idea o insatisfaccion personal;Credito de la tienda
77188;6976;8;18/8/13;Producto danado o defectuoso;Intercambio por nuevos productos
77196;1798;9;10/6/18;Producto o tamano incorrecto;Reembolso
77200;163;4;21/4/08;Producto danado o defectuoso;Intercambio por variante
77201;5485;6;7/7/19;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
77203;5722;2;11/8/08;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
77205;10560;1;17/4/07;Producto danado o defectuoso;Credito de la tienda
77206;14302;1;12/12/14;Cambio de idea o insatisfaccion personal;Reembolso
77207;3360;1;18/3/06;Producto o tamano incorrecto;Intercambio por nuevos productos
77212;953;5;31/3/11;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
77216;865;1;17/10/07;Producto o tamano incorrecto;Intercambio por nuevos productos
77219;9081;1;2/7/11;Producto o tamano incorrecto;Credito de la tienda
77219;1440;2;8/7/11;Producto o tamano incorrecto;Credito de la tienda
77228;3812;1;25/1/12;Producto o tamano incorrecto;Intercambio por variante
77242;14477;1;3/6/09;Producto o tamano incorrecto;Reembolso
77243;10287;2;4/2/22;Producto danado o defectuoso;Intercambio por nuevos productos
77247;13581;8;7/12/20;Producto o tamano incorrecto;Intercambio por nuevos productos
77248;2049;1;21/7/18;Producto o tamano incorrecto;Reembolso
77257;10700;5;25/12/06;Cambio de idea o insatisfaccion personal;Reembolso
77262;3812;3;21/9/12;Cambio de idea o insatisfaccion personal;Intercambio por variante
77263;7665;4;27/8/12;Producto danado o defectuoso;Intercambio por variante
77270;13767;5;21/5/14;Cambio de idea o insatisfaccion personal;Reembolso
77277;8532;5;4/12/14;Producto o tamano incorrecto;Reembolso
77289;6351;8;29/9/16;Producto o tamano incorrecto;Intercambio por nuevos productos
77292;13912;4;8/10/17;Producto danado o defectuoso;Reembolso
77293;3826;8;15/8/19;Cambio de idea o insatisfaccion personal;Credito de la tienda
77294;186;1;9/10/12;Producto danado o defectuoso;Reembolso
77298;6855;2;19/5/21;Producto danado o defectuoso;Intercambio por variante
77300;6242;8;9/12/11;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
77303;2868;6;5/10/06;Cambio de idea o insatisfaccion personal;Credito de la tienda
77305;7135;3;4/8/08;Cambio de idea o insatisfaccion personal;Reembolso
77314;6852;3;9/11/08;Producto o tamano incorrecto;Reembolso
77315;12140;7;20/8/07;Cambio de idea o insatisfaccion personal;Intercambio por variante
77320;2960;2;18/3/18;Producto danado o defectuoso;Intercambio por nuevos productos
77323;3110;1;1/10/10;Producto o tamano incorrecto;Reembolso
77330;6310;1;18/10/15;Cambio de idea o insatisfaccion personal;Intercambio por variante
77332;13618;5;26/1/11;Cambio de idea o insatisfaccion personal;Reembolso
77333;9146;3;16/6/14;Producto danado o defectuoso;Credito de la tienda
77335;1711;2;20/6/12;Producto o tamano incorrecto;Intercambio por variante
77353;14232;2;23/12/17;Producto o tamano incorrecto;Intercambio por variante
77355;2952;2;30/6/14;Producto o tamano incorrecto;Credito de la tienda
77360;21;3;27/4/21;Cambio de idea o insatisfaccion personal;Credito de la tienda
77361;681;3;16/3/09;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
77365;7990;4;5/5/13;Cambio de idea o insatisfaccion personal;Reembolso
77375;7753;4;27/7/15;Cambio de idea o insatisfaccion personal;Reembolso
77381;148;4;16/1/09;Cambio de idea o insatisfaccion personal;Intercambio por variante
77387;14277;4;8/2/10;Producto o tamano incorrecto;Intercambio por nuevos productos
77393;6439;1;1/12/19;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
77402;10536;1;18/11/18;Producto danado o defectuoso;Reembolso
77415;1906;3;17/6/19;Producto danado o defectuoso;Reembolso
77418;12881;5;24/6/17;Cambio de idea o insatisfaccion personal;Intercambio por variante
77421;4202;2;22/7/11;Producto o tamano incorrecto;Intercambio por variante
77424;14396;3;9/3/20;Producto o tamano incorrecto;Reembolso
77427;9780;11;26/1/13;Producto o tamano incorrecto;Reembolso
77436;1504;1;27/11/11;Producto o tamano incorrecto;Credito de la tienda
77466;14551;1;27/6/20;Cambio de idea o insatisfaccion personal;Credito de la tienda
77470;9416;1;16/3/16;Cambio de idea o insatisfaccion personal;Reembolso
77477;12844;3;26/9/20;Producto danado o defectuoso;Intercambio por variante
77479;4980;4;7/10/16;Producto danado o defectuoso;Credito de la tienda
77487;5546;3;10/5/12;Cambio de idea o insatisfaccion personal;Reembolso
77498;8541;1;14/9/08;Producto danado o defectuoso;Reembolso
77505;13478;2;3/10/08;Producto danado o defectuoso;Intercambio por nuevos productos
