Cliente;Auto;Ubicación;Fecha;Pago;Seguro Empresa
2669;45;451;23/5/2015;Credito;SI
3198;90;285;13/3/2016;Efectivo;SI
3801;113;25;16/3/2019;Efectivo;NO
3918;109;570;24/4/2017;Credito;NO
607;26;514;23/1/2019;Efectivo;NO
1709;143;162;9/11/2016;Credito;NO
3971;145;129;17/2/2016;Efectivo;NO
1988;127;241;25/2/2018;Credito;SI
3274;3;599;5/4/2016;Credito;NO
1437;18;474;26/4/2019;Efectivo;NO
1035;74;198;1/1/2016;Credito;SI
3166;36;174;30/1/2016;Efectivo;NO
1600;45;377;2/12/2017;Credito;SI
454;91;261;27/8/2015;Efectivo;SI
3376;34;192;4/2/2017;Credito;NO
3243;144;460;7/5/2017;Credito;NO
3518;58;328;19/5/2017;Efectivo;SI
2989;117;446;24/10/2016;Credito;NO
134;37;374;22/1/2016;Credito;SI
3039;146;124;23/5/2018;Credito;NO
568;125;421;5/3/2018;Credito;SI
1755;40;410;14/3/2017;Credito;SI
2184;103;103;10/5/2016;Efectivo;SI
2409;81;46;30/11/2017;Efectivo;SI
1637;32;282;1/2/2017;Efectivo;NO
2804;108;409;3/7/2018;Efectivo;NO
941;130;246;28/10/2018;Efectivo;SI
2688;132;92;14/9/2015;Credito;NO
3030;12;510;19/4/2019;Efectivo;SI
2534;12;277;22/12/2019;Credito;SI
2273;53;572;4/6/2018;Efectivo;NO
2083;149;519;13/11/2017;Efectivo;SI
426;45;26;4/7/2017;Credito;SI
732;20;1;19/9/2015;Credito;NO
647;52;430;22/12/2016;Credito;NO
1396;73;319;30/3/2019;Credito;NO
74;21;154;1/11/2019;Efectivo;SI
1114;58;223;2/3/2019;Efectivo;NO
1328;70;117;6/2/2019;Credito;SI
101;7;600;19/4/2016;Efectivo;SI
3456;98;571;1/4/2015;Efectivo;NO
2516;116;275;18/7/2017;Efectivo;SI
865;66;267;25/7/2015;Efectivo;NO
787;30;18;16/12/2017;Credito;NO
1678;89;451;19/10/2018;Credito;SI
155;122;8;18/2/2017;Efectivo;NO
2971;130;524;28/5/2016;Credito;NO
3092;36;475;19/6/2016;Credito;NO
1307;71;443;23/1/2015;Efectivo;NO
3082;157;220;30/8/2015;Efectivo;SI
247;124;144;21/5/2016;Efectivo;NO
2532;144;537;29/12/2019;Credito;NO
1328;45;254;12/3/2017;Efectivo;SI
2466;20;215;22/12/2018;Credito;NO
3093;146;406;2/4/2017;Efectivo;NO
1375;136;592;2/6/2018;Efectivo;NO
3952;67;423;23/3/2017;Efectivo;NO
1962;92;87;31/12/2015;Credito;NO
3091;19;301;25/11/2016;Credito;SI
2568;54;465;29/6/2017;Credito;NO
2909;134;485;28/10/2016;Credito;NO
3817;24;13;14/3/2017;Credito;NO
3854;57;341;27/11/2016;Efectivo;NO
1302;74;365;20/12/2019;Credito;SI
1993;70;468;28/9/2017;Credito;NO
1483;81;264;9/3/2017;Credito;SI
3301;49;439;11/9/2016;Credito;SI
1435;107;140;19/4/2016;Credito;NO
1388;157;13;8/12/2015;Credito;SI
1409;59;427;29/10/2018;Credito;SI
2985;13;223;26/11/2016;Efectivo;SI
2405;15;149;23/4/2018;Efectivo;NO
1162;35;385;13/7/2017;Efectivo;NO
1502;144;197;1/7/2019;Efectivo;SI
1702;32;162;1/5/2017;Efectivo;NO
1289;140;183;11/3/2018;Efectivo;NO
428;22;573;2/7/2019;Credito;SI
2447;29;56;25/8/2015;Efectivo;NO
2972;23;207;28/6/2017;Credito;NO
2851;104;204;25/11/2016;Credito;SI
3589;22;438;9/3/2018;Credito;NO
2600;101;361;9/11/2016;Credito;NO
1536;153;322;4/6/2015;Credito;NO
3650;64;349;25/10/2017;Credito;SI
1795;2;242;27/9/2017;Efectivo;NO
3515;139;58;28/7/2016;Efectivo;SI
2921;111;419;1/10/2017;Credito;SI
3256;66;220;1/5/2017;Efectivo;NO
426;43;119;5/2/2017;Credito;NO
1748;140;504;2/9/2015;Efectivo;SI
3713;10;289;6/7/2016;Credito;NO
134;66;353;1/4/2017;Credito;SI
2670;112;564;16/1/2015;Credito;SI
3192;66;448;26/1/2018;Efectivo;NO
3391;135;224;2/3/2017;Efectivo;NO
2539;136;232;5/12/2018;Efectivo;NO
1396;47;70;2/11/2018;Efectivo;NO
429;106;426;23/1/2015;Efectivo;NO
592;140;258;28/4/2017;Efectivo;NO
312;54;311;14/8/2017;Efectivo;NO
1561;111;321;26/9/2018;Credito;NO
299;112;244;12/9/2015;Efectivo;NO
1732;25;235;21/6/2015;Credito;SI
41;116;136;5/1/2019;Efectivo;NO
1505;100;429;20/7/2017;Efectivo;SI
1130;141;598;21/2/2016;Efectivo;SI
3415;81;349;15/5/2015;Efectivo;NO
2386;12;102;22/4/2016;Efectivo;SI
3595;53;161;4/12/2016;Efectivo;NO
2937;106;590;11/2/2019;Credito;NO
2450;132;475;2/8/2016;Credito;NO
1089;52;505;11/5/2019;Efectivo;SI
1833;124;574;2/5/2017;Efectivo;SI
1583;57;28;17/9/2019;Efectivo;SI
346;67;97;20/2/2015;Credito;NO
3753;107;10;13/3/2019;Efectivo;NO
2510;14;152;12/2/2016;Efectivo;SI
589;32;8;4/2/2018;Efectivo;NO
1553;104;88;1/9/2019;Efectivo;NO
792;87;294;1/7/2017;Efectivo;SI
1802;142;524;29/7/2016;Credito;SI
3557;157;340;14/6/2017;Credito;SI
607;71;269;3/3/2015;Efectivo;SI
754;105;464;2/11/2017;Credito;SI
1748;29;265;12/1/2019;Efectivo;SI
313;150;91;1/9/2018;Credito;NO
3709;47;482;21/8/2015;Credito;SI
875;154;352;1/10/2017;Credito;SI
1072;47;153;26/9/2018;Credito;NO
1349;8;525;14/10/2015;Efectivo;SI
3275;86;54;18/6/2017;Credito;SI
952;125;186;28/6/2015;Credito;SI
2163;112;460;5/1/2016;Efectivo;NO
2358;49;442;27/9/2019;Efectivo;NO
1760;89;487;13/11/2017;Efectivo;NO
3172;111;52;19/9/2015;Credito;NO
3989;94;558;14/4/2018;Efectivo;NO
1666;104;248;26/4/2019;Credito;NO
2469;127;581;28/5/2016;Credito;NO
3034;40;493;22/11/2017;Efectivo;SI
785;27;253;21/11/2015;Efectivo;SI
165;6;585;30/5/2015;Credito;NO
3013;136;19;23/4/2018;Efectivo;NO
1865;157;96;27/2/2015;Credito;NO
3262;42;510;31/1/2015;Efectivo;NO
1642;128;600;29/8/2019;Efectivo;NO
1347;26;23;20/6/2017;Credito;NO
59;140;148;28/6/2019;Efectivo;NO
3166;143;273;27/2/2015;Efectivo;NO
2493;17;232;11/3/2019;Efectivo;NO
3981;39;206;16/4/2017;Credito;NO
2386;23;345;29/12/2015;Credito;SI
1332;29;498;14/10/2017;Efectivo;NO
2215;141;279;30/3/2016;Efectivo;SI
3000;69;489;12/4/2015;Credito;SI
1041;74;176;4/1/2016;Credito;SI
2468;114;525;2/8/2019;Credito;SI
2189;94;295;8/1/2019;Efectivo;SI
3808;89;268;9/8/2019;Credito;NO
1518;55;170;25/5/2019;Efectivo;NO
3360;145;400;4/9/2018;Credito;NO
1737;32;338;6/9/2017;Credito;SI
3923;137;443;4/7/2016;Efectivo;NO
2673;1;471;31/8/2016;Credito;NO
664;1;274;14/7/2019;Efectivo;SI
1687;108;594;27/7/2017;Efectivo;SI
1668;41;444;12/2/2017;Credito;NO
2641;113;99;23/2/2019;Credito;SI
3662;2;479;1/3/2017;Efectivo;NO
1881;81;522;30/11/2019;Efectivo;SI
3516;33;60;25/7/2019;Credito;SI
2903;101;574;4/3/2019;Efectivo;NO
3407;112;280;3/6/2019;Efectivo;NO
3610;95;129;27/9/2019;Efectivo;SI
1270;149;426;16/10/2017;Efectivo;SI
3273;47;204;5/4/2018;Credito;NO
1115;101;451;19/7/2016;Credito;NO
3059;41;424;7/5/2019;Efectivo;NO
130;43;168;16/4/2015;Efectivo;SI
1082;72;76;10/9/2018;Efectivo;NO
1726;118;186;25/12/2015;Credito;NO
3609;24;374;6/10/2019;Credito;SI
1274;156;404;11/11/2018;Credito;SI
145;109;392;20/12/2019;Credito;NO
3559;29;43;9/2/2018;Credito;NO
2105;86;452;5/1/2015;Efectivo;NO
3144;55;40;17/12/2015;Credito;SI
1968;66;190;26/1/2016;Efectivo;SI
2287;150;241;8/12/2016;Efectivo;SI
1350;141;236;26/12/2016;Credito;NO
3270;98;188;4/6/2015;Efectivo;NO
1476;21;309;20/9/2016;Credito;SI
1963;62;353;21/4/2017;Efectivo;NO
3529;115;574;24/8/2016;Efectivo;SI
623;90;584;4/9/2016;Credito;NO
228;131;503;4/11/2019;Credito;SI
326;155;483;6/8/2017;Efectivo;SI
1183;154;81;20/11/2017;Efectivo;SI
2687;80;64;24/12/2016;Credito;SI
848;10;313;29/1/2019;Efectivo;NO
1895;40;584;30/7/2017;Efectivo;NO
1598;50;218;31/12/2019;Efectivo;NO
1441;28;264;22/3/2017;Efectivo;SI
2117;89;263;2/7/2016;Credito;SI
1150;35;79;31/8/2015;Credito;SI
2399;87;458;21/3/2015;Credito;SI
1874;7;84;6/2/2017;Efectivo;NO
2782;23;522;1/10/2015;Efectivo;SI
1093;133;426;1/4/2015;Credito;NO
1714;88;214;1/7/2018;Credito;NO
1545;18;183;9/8/2018;Efectivo;SI
2072;136;132;15/5/2018;Efectivo;SI
909;146;300;10/12/2019;Credito;NO
3197;29;314;7/9/2016;Efectivo;NO
1056;108;119;16/5/2015;Efectivo;SI
3362;144;518;12/12/2019;Efectivo;NO
3130;52;237;21/11/2015;Efectivo;SI
1835;18;547;6/6/2018;Efectivo;NO
2454;148;341;11/7/2015;Efectivo;NO
2637;46;67;20/8/2015;Credito;SI
1574;46;409;10/11/2015;Efectivo;NO
1135;29;23;27/7/2017;Efectivo;NO
243;108;338;9/6/2018;Credito;NO
919;25;113;21/8/2015;Efectivo;SI
558;103;491;16/10/2015;Efectivo;NO
1607;67;587;11/2/2019;Efectivo;SI
3723;127;355;9/3/2019;Credito;SI
2060;144;498;11/4/2016;Efectivo;NO
2413;45;54;20/11/2016;Credito;SI
3218;153;215;11/6/2016;Credito;SI
3151;33;283;8/7/2015;Efectivo;NO
3166;112;114;3/2/2017;Efectivo;NO
221;70;173;14/11/2019;Credito;NO
2339;15;285;27/12/2015;Credito;NO
3772;130;169;18/11/2015;Credito;NO
2833;39;159;9/10/2017;Credito;SI
466;42;129;6/10/2016;Credito;SI
2036;105;439;5/2/2017;Efectivo;NO
782;98;523;13/9/2018;Efectivo;NO
3103;153;94;3/6/2019;Efectivo;SI
1355;102;574;3/4/2019;Credito;SI
718;36;569;19/9/2015;Credito;NO
2983;23;160;31/3/2019;Efectivo;NO
380;91;478;28/9/2016;Credito;SI
2403;89;444;26/7/2016;Efectivo;NO
2618;132;450;27/2/2016;Efectivo;NO
2971;119;569;22/6/2019;Efectivo;NO
2324;41;203;1/12/2019;Credito;SI
1449;7;270;9/5/2017;Credito;SI
396;68;449;3/3/2019;Efectivo;NO
2830;19;28;30/8/2019;Credito;NO
682;140;550;10/7/2019;Efectivo;SI
3002;144;385;5/3/2019;Efectivo;NO
1515;129;249;1/3/2015;Efectivo;NO
964;61;311;2/4/2015;Efectivo;NO
3554;131;134;9/9/2016;Efectivo;SI
1063;115;113;1/12/2017;Efectivo;SI
2507;91;49;27/1/2019;Efectivo;SI
2565;120;242;25/3/2016;Efectivo;NO
3464;122;330;29/4/2018;Credito;SI
2540;48;112;4/9/2015;Efectivo;SI
2254;141;6;28/10/2018;Efectivo;SI
1182;2;539;2/4/2015;Efectivo;NO
1835;150;117;3/8/2019;Credito;SI
234;106;559;14/3/2017;Credito;SI
531;32;86;11/10/2017;Credito;NO
2458;29;437;1/12/2019;Efectivo;NO
3388;52;597;25/8/2019;Efectivo;NO
3153;51;19;19/3/2015;Credito;SI
2735;120;557;25/12/2016;Credito;SI
515;115;599;4/7/2016;Efectivo;SI
2057;44;151;9/2/2016;Credito;NO
1651;47;569;25/9/2017;Efectivo;SI
1385;61;36;13/10/2019;Efectivo;SI
2626;136;215;9/2/2017;Efectivo;SI
906;16;179;22/8/2017;Credito;NO
17;154;405;13/12/2017;Efectivo;SI
3261;81;446;8/12/2018;Efectivo;NO
1461;19;456;15/2/2017;Credito;SI
379;54;306;7/11/2015;Credito;NO
84;155;330;22/4/2015;Credito;SI
3922;81;298;20/5/2016;Credito;NO
2746;27;99;12/1/2016;Efectivo;NO
1428;112;559;19/11/2015;Efectivo;NO
3477;156;48;25/2/2019;Efectivo;NO
797;43;563;1/7/2015;Credito;NO
82;136;252;21/6/2017;Credito;NO
1418;21;466;21/6/2018;Efectivo;NO
3292;79;506;2/3/2017;Credito;SI
3323;9;455;4/2/2015;Efectivo;SI
483;101;446;5/11/2018;Efectivo;SI
1881;81;78;12/1/2018;Credito;NO
225;1;454;13/5/2015;Credito;SI
1186;126;121;6/9/2016;Credito;NO
1813;8;301;19/8/2019;Credito;NO
2965;43;24;18/10/2018;Efectivo;SI
1898;5;580;25/10/2015;Efectivo;NO
988;153;382;20/7/2019;Efectivo;SI
3161;127;100;16/6/2017;Credito;NO
2429;93;417;29/8/2017;Credito;NO
2660;28;245;8/4/2018;Credito;NO
2322;66;85;27/1/2016;Efectivo;NO
1880;106;92;28/8/2018;Efectivo;NO
2299;118;285;3/8/2017;Credito;NO
2897;14;296;19/12/2016;Credito;SI
1047;125;392;18/1/2018;Credito;NO
2628;63;517;22/3/2019;Credito;SI
434;61;190;14/2/2016;Credito;NO
1388;16;278;20/9/2015;Efectivo;NO
3947;21;399;26/3/2017;Credito;SI
1884;14;374;7/2/2017;Credito;SI
2258;95;134;12/5/2015;Credito;SI
1659;59;326;21/1/2015;Efectivo;SI
1379;120;555;4/1/2016;Credito;NO
54;73;381;15/6/2016;Efectivo;NO
2643;9;198;1/10/2015;Credito;NO
2140;80;121;25/4/2017;Credito;NO
76;81;443;27/11/2017;Efectivo;NO
1573;153;432;9/9/2016;Credito;NO
3130;29;373;16/4/2017;Efectivo;NO
3108;9;28;29/5/2016;Efectivo;NO
3300;114;537;3/5/2016;Efectivo;NO
1267;141;263;1/7/2019;Efectivo;NO
3831;84;296;27/2/2017;Credito;NO
646;147;599;15/6/2019;Efectivo;NO
1506;154;579;27/9/2016;Efectivo;SI
3174;157;499;2/2/2016;Credito;NO
1980;35;486;14/2/2016;Credito;NO
1109;46;332;9/5/2016;Credito;SI
2761;90;421;31/8/2016;Credito;SI
2211;27;474;6/1/2016;Efectivo;NO
1964;11;142;3/8/2019;Credito;SI
3794;131;305;22/8/2015;Efectivo;NO
945;156;277;18/12/2018;Credito;NO
2674;93;138;24/6/2016;Efectivo;SI
1473;146;4;31/1/2019;Credito;NO
1539;43;93;3/3/2017;Efectivo;NO
3129;132;280;11/5/2016;Credito;SI
949;130;392;23/3/2019;Credito;NO
1570;78;72;4/5/2017;Efectivo;SI
525;40;232;9/9/2015;Efectivo;SI
3622;35;359;11/1/2018;Efectivo;SI
3868;111;109;20/1/2016;Credito;NO
556;80;169;28/1/2015;Credito;SI
710;111;447;2/9/2017;Credito;NO
615;95;80;11/11/2019;Credito;NO
1987;33;405;7/8/2016;Efectivo;SI
1682;104;469;27/7/2017;Credito;SI
3683;77;52;27/9/2018;Credito;NO
357;85;578;8/3/2019;Credito;SI
3788;129;63;2/3/2019;Credito;NO
1423;60;301;13/4/2015;Efectivo;SI
2235;13;314;6/11/2018;Efectivo;NO
2427;98;414;20/4/2016;Efectivo;NO
1483;56;8;28/9/2018;Efectivo;SI
1198;50;377;30/3/2018;Efectivo;NO
622;113;524;1/9/2015;Credito;NO
366;56;602;2/10/2019;Efectivo;SI
333;98;52;24/8/2019;Efectivo;SI
866;132;238;12/3/2017;Efectivo;SI
3527;64;294;21/11/2016;Efectivo;NO
46;154;331;6/10/2017;Efectivo;NO
2060;11;4;22/11/2017;Credito;NO
2057;84;293;28/1/2017;Credito;NO
325;67;35;20/6/2018;Credito;SI
156;141;287;8/1/2016;Credito;SI
2171;1;554;19/6/2016;Credito;SI
523;30;442;31/8/2019;Efectivo;SI
576;140;180;6/2/2018;Efectivo;NO
3251;112;301;10/3/2016;Efectivo;NO
738;16;90;24/7/2015;Efectivo;NO
3843;69;303;21/4/2015;Efectivo;SI
2960;103;314;21/3/2016;Credito;SI
3581;142;60;24/1/2017;Credito;SI
1540;97;503;21/3/2018;Credito;SI
3888;71;103;27/3/2015;Efectivo;NO
432;1;249;25/11/2018;Efectivo;SI
3031;128;23;15/4/2017;Credito;NO
2715;150;32;26/11/2016;Efectivo;NO
1504;98;576;11/10/2019;Credito;NO
3657;132;503;8/4/2019;Credito;SI
2776;37;467;13/8/2015;Credito;SI
2984;103;96;21/7/2015;Efectivo;SI
231;15;504;30/10/2015;Efectivo;SI
2819;91;296;15/11/2015;Credito;NO
2959;133;253;20/1/2016;Credito;NO
1898;49;86;18/11/2017;Efectivo;SI
2373;93;163;22/12/2017;Efectivo;NO
3699;123;238;20/10/2018;Credito;SI
322;73;184;22/10/2015;Credito;NO
2607;151;60;28/11/2017;Efectivo;SI
1843;3;203;22/9/2019;Credito;SI
3160;98;503;3/6/2015;Credito;SI
3191;67;307;10/3/2018;Efectivo;SI
797;81;113;9/4/2016;Efectivo;SI
1787;43;214;30/8/2019;Efectivo;SI
3312;60;413;6/6/2015;Credito;NO
1687;127;180;16/6/2015;Credito;NO
773;35;470;9/3/2017;Efectivo;NO
814;105;36;24/5/2017;Credito;SI
1837;100;567;9/7/2016;Credito;NO
2464;44;390;8/6/2016;Efectivo;SI
1686;126;315;19/11/2018;Efectivo;SI
1877;63;200;2/7/2016;Credito;SI
298;139;231;3/8/2018;Credito;SI
2869;8;217;24/2/2016;Efectivo;SI
1624;82;298;24/10/2018;Credito;SI
1097;73;4;29/4/2017;Credito;NO
2454;88;114;1/9/2019;Efectivo;NO
1554;114;431;18/11/2015;Efectivo;SI
983;106;79;11/12/2016;Credito;SI
3171;85;58;6/8/2018;Efectivo;NO
2356;104;193;19/2/2018;Credito;SI
3309;151;421;28/11/2016;Credito;NO
2587;32;309;3/5/2018;Credito;SI
2899;96;265;23/1/2018;Efectivo;NO
1727;125;175;13/5/2015;Efectivo;NO
1141;114;408;2/12/2015;Credito;NO
2925;7;143;7/3/2015;Credito;SI
3986;55;337;20/10/2018;Credito;NO
3164;109;443;14/7/2016;Efectivo;SI
1547;23;428;13/2/2015;Efectivo;NO
3878;143;565;30/1/2017;Efectivo;SI
492;112;106;2/9/2018;Efectivo;SI
87;131;392;13/10/2016;Efectivo;SI
205;76;201;1/3/2019;Efectivo;SI
1217;85;153;5/6/2016;Credito;NO
401;71;54;16/10/2019;Credito;NO
1256;112;44;28/2/2017;Credito;SI
555;102;580;2/3/2017;Efectivo;SI
3450;137;375;20/3/2018;Credito;SI
3015;54;449;26/10/2016;Efectivo;SI
1055;155;347;1/8/2019;Credito;NO
1592;22;14;1/5/2019;Efectivo;NO
1797;68;265;12/9/2015;Credito;SI
2441;59;553;8/11/2019;Credito;NO
3155;98;51;5/11/2017;Efectivo;NO
2833;88;260;21/7/2016;Credito;NO
2375;98;336;18/12/2019;Credito;SI
3949;114;28;10/6/2018;Credito;NO
389;111;185;30/11/2016;Credito;NO
2728;140;358;25/11/2015;Credito;SI
396;133;378;30/8/2019;Efectivo;NO
231;91;496;24/1/2017;Credito;SI
1814;106;95;12/7/2015;Credito;NO
662;113;548;6/6/2015;Efectivo;NO
3648;101;522;15/5/2016;Efectivo;SI
232;32;254;30/8/2018;Efectivo;NO
2220;21;215;14/1/2018;Efectivo;SI
3695;9;429;1/5/2018;Efectivo;NO
1628;149;213;6/2/2017;Credito;SI
3677;83;262;25/2/2015;Credito;SI
505;25;31;8/8/2017;Credito;SI
3542;7;248;7/12/2019;Efectivo;NO
1653;5;164;14/3/2019;Efectivo;NO
2378;141;220;9/1/2018;Efectivo;NO
3598;123;400;16/10/2019;Credito;NO
3128;78;233;9/8/2018;Efectivo;SI
1604;41;337;17/4/2017;Credito;NO
2886;82;560;26/9/2017;Credito;NO
2788;68;211;12/1/2017;Efectivo;NO
463;57;210;20/3/2017;Credito;SI
255;58;339;14/9/2017;Credito;SI
1923;48;158;29/9/2019;Efectivo;NO
2733;11;519;7/3/2016;Efectivo;NO
3378;131;32;13/10/2016;Efectivo;SI
1311;56;525;24/6/2016;Credito;NO
590;137;391;20/9/2018;Efectivo;NO
3011;38;133;12/12/2018;Efectivo;SI
2067;37;579;7/5/2016;Credito;SI
86;84;378;5/3/2015;Credito;NO
459;146;274;14/4/2015;Efectivo;NO
3212;1;144;25/7/2019;Efectivo;NO
2610;37;502;24/2/2017;Efectivo;NO
1034;127;50;6/4/2018;Efectivo;NO
3409;123;27;27/10/2015;Efectivo;SI
3985;84;521;2/6/2015;Credito;SI
1937;132;107;23/4/2018;Efectivo;NO
2299;46;41;28/7/2018;Credito;NO
3967;139;395;12/3/2018;Credito;NO
723;1;399;15/3/2018;Credito;SI
1909;157;165;8/1/2015;Credito;SI
1563;68;602;21/11/2019;Efectivo;NO
2539;9;156;13/2/2017;Efectivo;SI
591;40;238;13/12/2018;Efectivo;SI
485;43;159;27/6/2015;Credito;SI
2902;95;303;1/12/2016;Credito;NO
303;85;275;30/5/2016;Credito;SI
2239;127;409;8/1/2019;Credito;NO
493;28;179;9/9/2018;Efectivo;SI
345;42;174;8/7/2015;Efectivo;NO
269;48;74;18/5/2017;Efectivo;NO
105;76;586;6/9/2018;Efectivo;NO
3774;43;361;6/12/2016;Credito;NO
2724;44;177;24/1/2017;Efectivo;SI
2176;86;374;8/2/2017;Credito;SI
2296;36;463;17/4/2016;Efectivo;SI
2457;94;72;18/5/2018;Credito;NO
166;87;250;30/6/2018;Efectivo;NO
2020;44;89;24/3/2018;Efectivo;SI
3015;40;154;14/2/2017;Efectivo;SI
461;97;281;23/2/2016;Credito;SI
1881;11;250;16/3/2017;Efectivo;NO
806;126;604;6/12/2017;Efectivo;SI
755;75;41;21/9/2017;Credito;NO
3262;114;414;1/5/2015;Efectivo;NO
2848;125;496;26/8/2015;Efectivo;NO
909;116;205;14/9/2019;Efectivo;SI
957;36;46;1/11/2016;Credito;NO
3850;85;366;12/7/2019;Credito;NO
613;121;461;7/4/2019;Efectivo;NO
3733;150;238;21/12/2015;Credito;NO
3046;116;369;28/12/2016;Efectivo;SI
3589;106;398;24/10/2017;Efectivo;SI
584;56;345;24/6/2015;Credito;NO
2864;48;37;10/8/2017;Credito;NO
2360;117;106;31/1/2015;Efectivo;NO
1119;36;221;3/12/2015;Credito;SI
3935;56;154;6/6/2015;Credito;SI
99;105;276;4/4/2018;Efectivo;NO
3554;81;183;25/7/2019;Efectivo;SI
2624;52;320;31/5/2017;Efectivo;SI
333;7;430;3/7/2017;Credito;NO
1459;52;482;16/2/2019;Credito;SI
1990;94;165;16/3/2018;Credito;SI
2402;115;352;19/10/2019;Credito;NO
3469;138;435;17/5/2019;Efectivo;NO
86;103;505;27/11/2015;Credito;SI
3733;117;418;4/4/2016;Efectivo;SI
1619;129;134;2/12/2016;Credito;SI
3853;22;172;30/11/2017;Credito;NO
3103;68;204;31/8/2018;Efectivo;NO
3744;82;218;16/3/2018;Efectivo;SI
630;40;205;17/10/2016;Efectivo;NO
3671;53;434;7/12/2016;Efectivo;SI
687;106;55;20/6/2019;Efectivo;NO
3493;89;314;27/5/2017;Efectivo;SI
1029;111;515;14/9/2016;Credito;NO
1274;128;215;25/1/2019;Efectivo;NO
165;66;53;10/3/2016;Efectivo;NO
2318;7;100;12/9/2019;Credito;NO
3464;113;576;2/12/2018;Credito;SI
422;144;411;6/12/2016;Credito;SI
206;13;144;8/9/2016;Credito;SI
1108;89;174;25/10/2017;Efectivo;NO
1124;109;222;30/9/2018;Credito;NO
653;88;395;15/4/2019;Efectivo;SI
103;74;470;11/12/2017;Credito;NO
302;94;97;15/8/2017;Efectivo;SI
199;123;347;6/5/2015;Credito;NO
1035;119;172;24/1/2015;Credito;SI
845;60;327;11/10/2017;Credito;SI
243;13;526;5/9/2015;Credito;NO
817;148;372;3/4/2018;Credito;SI
1622;129;521;18/3/2015;Credito;NO
1044;64;79;19/12/2018;Credito;SI
812;81;373;13/12/2015;Credito;SI
298;89;271;30/3/2015;Efectivo;SI
3244;11;416;30/11/2016;Efectivo;SI
2539;75;313;4/11/2016;Credito;SI
2550;41;3;5/9/2015;Efectivo;NO
3918;30;123;26/3/2018;Efectivo;SI
3241;65;397;29/7/2015;Credito;SI
2453;69;450;12/6/2018;Credito;NO
1965;41;337;8/9/2018;Credito;NO
1148;11;116;4/10/2017;Credito;SI
2459;54;86;22/11/2016;Efectivo;NO
3104;59;480;27/12/2018;Credito;NO
2402;96;530;30/1/2019;Credito;SI
1278;143;3;27/7/2015;Efectivo;NO
3211;41;197;27/5/2015;Efectivo;SI
3013;12;80;4/9/2018;Credito;SI
78;73;328;18/7/2019;Efectivo;SI
3011;137;122;24/3/2019;Credito;SI
1769;80;196;11/12/2019;Credito;NO
3041;117;254;17/12/2016;Credito;NO
3289;157;359;24/11/2019;Efectivo;SI
928;27;112;21/2/2015;Credito;SI
2189;140;308;3/7/2015;Efectivo;SI
741;33;492;21/1/2018;Credito;NO
461;59;562;1/5/2017;Credito;SI
522;82;245;16/8/2016;Efectivo;NO
263;155;451;26/3/2015;Efectivo;NO
2015;23;258;4/4/2016;Credito;NO
1617;13;307;22/10/2017;Credito;NO
2261;100;296;3/12/2018;Credito;SI
1680;68;20;12/3/2019;Efectivo;NO
1342;59;169;9/9/2019;Credito;SI
1471;42;483;1/12/2016;Efectivo;NO
2487;113;61;1/10/2016;Efectivo;NO
589;107;540;21/4/2016;Credito;SI
3414;12;310;22/7/2017;Credito;SI
3255;78;396;30/8/2019;Credito;NO
2037;67;219;24/11/2017;Efectivo;SI
229;3;113;26/6/2016;Credito;NO
2531;49;351;8/6/2016;Credito;SI
3821;35;427;6/4/2016;Credito;NO
1198;60;257;13/11/2019;Credito;NO
1093;118;67;4/4/2016;Efectivo;SI
2118;57;434;1/5/2017;Credito;NO
3019;7;157;26/2/2017;Credito;SI
3152;95;306;23/10/2019;Credito;SI
420;140;82;20/7/2017;Credito;SI
1430;131;194;7/7/2018;Credito;NO
2759;47;8;11/2/2015;Credito;NO
2116;80;196;27/10/2019;Efectivo;SI
2558;58;287;31/10/2019;Efectivo;NO
2897;59;477;5/12/2016;Credito;SI
838;23;433;24/6/2017;Efectivo;SI
2301;124;432;20/7/2019;Credito;SI
1522;74;549;19/5/2015;Credito;SI
731;39;260;22/3/2017;Efectivo;SI
2555;66;58;20/11/2019;Credito;NO
2112;36;319;3/10/2015;Efectivo;NO
3036;75;178;14/5/2018;Efectivo;SI
476;40;475;25/4/2016;Efectivo;NO
2196;30;431;25/3/2016;Credito;NO
700;72;9;21/7/2015;Credito;SI
3954;8;56;4/2/2017;Credito;SI
2886;85;131;16/6/2016;Credito;NO
3903;101;477;6/5/2019;Credito;NO
1678;52;355;1/2/2015;Efectivo;NO
1249;66;276;23/3/2018;Efectivo;NO
1573;84;340;12/3/2016;Efectivo;SI
100;59;347;12/12/2015;Efectivo;SI
3789;151;508;8/11/2019;Credito;NO
1263;36;253;3/6/2015;Efectivo;NO
3406;75;466;4/8/2016;Efectivo;SI
283;30;596;12/5/2018;Efectivo;NO
2943;157;582;16/10/2016;Credito;NO
1858;23;363;9/3/2017;Credito;NO
1320;9;288;8/11/2015;Efectivo;NO
429;136;93;22/9/2017;Efectivo;NO
1041;45;175;1/8/2019;Credito;NO
1341;64;47;2/3/2018;Credito;NO
138;142;284;8/3/2019;Efectivo;SI
565;62;128;4/3/2016;Efectivo;NO
2946;95;338;27/12/2015;Efectivo;NO
223;84;418;8/9/2015;Efectivo;SI
1781;145;230;30/11/2016;Efectivo;NO
3371;30;402;17/6/2016;Efectivo;NO
